Robustesse en utilisant le meme fichier pour le train et le test

CONCLUSION:

Meilleur n: 1
Taux : 100%

Resultat logique car les données sont identique


Tableau meilleur NB voisin et pourcentage de robustesse
NB voisin | Pourcentage de robustesse
81 | 0.796844181459566
82 | 0.796844181459566
83 | 0.7889546351084813
84 | 0.8047337278106509
85 | 0.8067061143984221
86 | 0.7869822485207101
87 | 0.7850098619329389
88 | 0.7810650887573964
89 | 0.7850098619329389
90 | 0.7869822485207101
91 | 0.7909270216962525
92 | 0.7869822485207101
93 | 0.8047337278106509
94 | 0.7948717948717948
95 | 0.8007889546351085
96 | 0.8027613412228797
97 | 0.7869822485207101
98 | 0.8067061143984221
99 | 0.8264299802761341
100 | 0.8264299802761341
101 | 0.8086785009861933
102 | 0.8027613412228797
103 | 0.7850098619329389
104 | 0.8441814595660749
105 | 0.8441814595660749
106 | 0.7810650887573964
107 | 0.7830374753451677
108 | 0.9684418145956607
109 | 0.9684418145956607
110 | 0.9072978303747534
111 | 0.9072978303747534
112 | 0.9072978303747534
113 | 0.9072978303747534
114 | 0.9072978303747534
115 | 0.9072978303747534
116 | 0.9072978303747534
117 | 0.9250493096646942
118 | 0.9250493096646942
119 | 0.9250493096646942
120 | 0.6903353057199211
121 | 0.6903353057199211
122 | 0.9250493096646942
123 | 0.9250493096646942
124 | 0.9250493096646942
125 | 0.9250493096646942
126 | 0.9250493096646942
127 | 0.9250493096646942
128 | 0.9250493096646942
129 | 0.9250493096646942
130 | 0.9250493096646942
131 | 0.9250493096646942
132 | 0.9250493096646942
133 | 0.9250493096646942
134 | 0.9250493096646942
135 | 0.9250493096646942
136 | 0.9250493096646942
137 | 0.9250493096646942
138 | 0.9250493096646942
139 | 0.9250493096646942
140 | 0.9250493096646942
141 | 0.9250493096646942
142 | 0.9250493096646942
143 | 0.9250493096646942
144 | 0.9250493096646942
145 | 0.9250493096646942
146 | 0.9250493096646942
147 | 0.9250493096646942
148 | 0.9250493096646942
149 | 0.9250493096646942
150 | 0.9250493096646942
151 | 0.9250493096646942
152 | 0.9250493096646942
153 | 0.9250493096646942
154 | 0.9250493096646942
155 | 0.9250493096646942
156 | 0.9250493096646942
157 | 0.9250493096646942
158 | 0.9250493096646942
159 | 0.9250493096646942
160 | 0.9250493096646942
161 | 0.9250493096646942
162 | 0.9250493096646942
163 | 0.9250493096646942
164 | 0.9250493096646942
165 | 0.9250493096646942
166 | 0.9250493096646942
167 | 0.9250493096646942
168 | 0.9250493096646942
169 | 0.9250493096646942
170 | 0.9250493096646942
171 | 0.9250493096646942
172 | 0.9250493096646942
173 | 0.9250493096646942
174 | 0.9250493096646942
175 | 0.9250493096646942
176 | 0.9250493096646942
177 | 0.9250493096646942
178 | 0.9250493096646942
179 | 0.9250493096646942
180 | 0.9250493096646942
181 | 0.9250493096646942
182 | 0.9250493096646942
183 | 0.9250493096646942
184 | 0.9250493096646942
185 | 0.9250493096646942
186 | 0.9250493096646942
187 | 0.9250493096646942
188 | 0.9250493096646942
189 | 0.9250493096646942
190 | 0.9250493096646942
191 | 0.9250493096646942
192 | 0.9250493096646942
193 | 0.9250493096646942
194 | 0.9250493096646942
195 | 0.9250493096646942
196 | 0.9250493096646942
197 | 0.9250493096646942
198 | 0.9250493096646942
199 | 0.9250493096646942
200 | 0.9250493096646942
201 | 0.9250493096646942
202 | 0.9250493096646942
203 | 0.9250493096646942
204 | 0.9250493096646942
205 | 0.9250493096646942
206 | 0.9250493096646942
207 | 0.9250493096646942
208 | 0.9250493096646942
209 | 0.9250493096646942
210 | 0.9250493096646942
211 | 0.9250493096646942
212 | 0.9250493096646942
213 | 0.9250493096646942
214 | 0.9250493096646942
215 | 0.9250493096646942
216 | 0.9250493096646942
217 | 0.9250493096646942
218 | 0.9250493096646942
219 | 0.9250493096646942
220 | 0.9250493096646942
221 | 0.9250493096646942
222 | 0.9250493096646942
223 | 0.9250493096646942
224 | 0.9250493096646942
225 | 0.9250493096646942
226 | 0.9250493096646942
227 | 0.796844181459566
228 | 0.796844181459566
229 | 0.9250493096646942
230 | 0.9250493096646942
231 | 0.9250493096646942
232 | 0.9250493096646942
233 | 0.9250493096646942
234 | 0.9250493096646942
235 | 0.9250493096646942
236 | 0.9072978303747534
237 | 0.9072978303747534
238 | 0.9250493096646942
239 | 0.9250493096646942
240 | 0.9250493096646942
241 | 0.9250493096646942
242 | 0.9250493096646942
243 | 0.9250493096646942
244 | 0.9250493096646942
245 | 0.9250493096646942
246 | 0.9250493096646942
247 | 0.9250493096646942
248 | 0.9250493096646942
249 | 0.9250493096646942
250 | 0.9250493096646942
251 | 0.9250493096646942
252 | 0.9250493096646942
